date,ad_format,placement,audience,impressions,clicks,conversions,cost,ctr,cpc,cpa
2024-01-10,横幅,侧边栏,55岁以上,601,8,0,18.21,0.0145,2.28,0
2024-01-10,原生,侧边栏,55岁以上,960,20,0,51.41,0.0213,2.57,0
2024-01-11,信息流,底部,55岁以上,1235,24,0,65.14,0.02,2.71,0
2024-01-11,视频,开屏,55岁以上,847,34,0,94.55,0.0409,2.78,0
2024-01-11,图片,开屏,35-44岁,1034,25,0,66.13,0.0249,2.65,0
2024-01-11,信息流,首页,18-24岁,1051,30,0,79.27,0.0289,2.64,0
2024-01-11,横幅,首页,25-34岁,490,8,0,21.04,0.0183,2.63,0
2024-01-11,横幅,信息流,18-24岁,718,11,0,32.0,0.0163,2.91,0
2024-01-11,原生,底部,18-24岁,789,12,0,30.14,0.0159,2.51,0
2024-01-11,视频,开屏,55岁以上,831,34,0,101.29,0.0414,2.98,0
2024-01-11,视频,信息流,55岁以上,700,21,0,51.56,0.0306,2.46,0
2024-01-11,图片,底部,35-44岁,942,14,0,41.7,0.0154,2.98,0
2024-01-11,横幅,首页,18-24岁,495,9,0,18.24,0.0194,2.03,0
2024-01-11,视频,侧边栏,55岁以上,887,26,0,52.77,0.0296,2.03,0
2024-01-11,信息流,首页,55岁以上,1283,35,0,70.09,0.0277,2.0,0
2024-01-11,图片,信息流,55岁以上,993,22,0,57.45,0.0223,2.61,0
2024-01-11,视频,首页,45-54岁,804,30,0,78.8,0.0383,2.63,0
2024-01-11,信息流,首页,55岁以上,1141,37,0,88.81,0.0327,2.4,0
2024-01-11,原生,开屏,55岁以上,954,29,0,80.78,0.0311,2.79,0
2024-01-11,图片,底部,45-54岁,1114,16,0,34.65,0.0151,2.17,0
2024-01-11,图片,侧边栏,35-44岁,990,18,0,42.02,0.0185,2.33,0
2024-01-11,图片,首页,45-54岁,1197,26,0,60.49,0.0217,2.33,0
2024-01-11,信息流,底部,35-44岁,1234,26,0,75.4,0.0218,2.9,0
2024-01-11,横幅,侧边栏,25-34岁,608,8,0,18.25,0.0146,2.28,0
2024-01-11,图片,侧边栏,55岁以上,1071,19,0,42.48,0.0178,2.24,0
2024-01-11,视频,信息流,35-44岁,678,22,0,59.0,0.0329,2.68,0
2024-01-11,视频,信息流,45-54岁,790,27,0,59.44,0.0354,2.2,0
2024-01-11,视频,开屏,25-34岁,919,32,0,75.88,0.0355,2.37,0
2024-01-11,横幅,信息流,18-24岁,718,12,0,28.28,0.0179,2.36,0
2024-01-11,图片,开屏,35-44岁,872,23,0,48.27,0.0271,2.1,0
2024-01-11,信息流,开屏,25-34岁,1170,41,0,86.1,0.0353,2.1,0
2024-01-11,图片,底部,25-34岁,895,14,0,28.73,0.0165,2.05,0
2024-01-11,原生,信息流,25-34岁,824,18,0,43.44,0.0226,2.41,0
2024-01-11,信息流,侧边栏,25-34岁,1082,22,0,52.96,0.0207,2.41,0
2024-01-11,横幅,底部,45-54岁,669,7,0,19.46,0.0115,2.78,0
2024-01-11,信息流,信息流,55岁以上,1199,35,0,82.73,0.0295,2.36,0
2024-01-11,图片,底部,35-44岁,994,15,0,44.09,0.0151,2.94,0
2024-01-11,信息流,底部,55岁以上,1219,23,0,55.36,0.0193,2.41,0
2024-01-11,横幅,开屏,45-54岁,599,11,0,32.4,0.0188,2.95,0
2024-01-12,原生,开屏,25-34岁,805,21,0,48.54,0.0262,2.31,0
2024-01-12,视频,侧边栏,25-34岁,680,18,0,43.84,0.0266,2.44,0
2024-01-12,原生,首页,55岁以上,777,20,0,46.99,0.0266,2.35,0
2024-01-12,信息流,开屏,25-34岁,1267,41,0,88.18,0.033,2.15,0
2024-01-12,原生,底部,25-34岁,1059,17,0,49.82,0.0167,2.93,0
2024-01-12,信息流,信息流,35-44岁,1049,26,0,58.85,0.025,2.26,0
2024-01-12,图片,开屏,25-34岁,1017,28,0,75.18,0.0279,2.68,0
2024-01-12,原生,首页,18-24岁,783,19,0,48.3,0.0248,2.54,0
2024-01-12,图片,开屏,35-44岁,827,21,0,62.75,0.0261,2.99,0
2024-01-12,图片,信息流,35-44岁,1045,23,0,54.02,0.0226,2.35,0
2024-01-12,视频,信息流,55岁以上,770,26,0,67.58,0.0347,2.6,0
2024-01-12,视频,首页,25-34岁,898,30,0,86.15,0.0338,2.87,0
2024-01-12,视频,侧边栏,55岁以上,796,22,0,44.46,0.0282,2.02,0
2024-01-12,信息流,首页,18-24岁,1030,32,0,67.55,0.0312,2.11,0
2024-01-12,横幅,首页,35-44岁,523,9,0,25.61,0.0174,2.85,0
2024-01-12,原生,开屏,45-54岁,986,30,0,65.11,0.0306,2.17,0
2024-01-12,横幅,开屏,18-24岁,630,12,0,24.05,0.0206,2.0,0
2024-01-12,信息流,信息流,18-24岁,1247,35,0,98.7,0.0285,2.82,0
2024-01-12,横幅,首页,45-54岁,687,12,0,31.84,0.0185,2.65,0
2024-01-12,信息流,首页,18-24岁,1103,33,0,77.06,0.0306,2.34,0
2024-01-12,横幅,信息流,25-34岁,580,10,0,24.01,0.0173,2.4,0
2024-01-12,视频,底部,45-54岁,701,18,0,41.32,0.0264,2.3,0
2024-01-12,原生,首页,45-54岁,957,24,0,50.56,0.0253,2.11,0
2024-01-12,原生,开屏,55岁以上,763,22,0,54.76,0.0301,2.49,0
2024-01-12,横幅,首页,35-44岁,564,10,0,29.66,0.0181,2.97,0
2024-01-12,横幅,首页,18-24岁,620,10,0,29.23,0.0162,2.92,0
2024-01-12,横幅,首页,25-34岁,656,11,0,30.82,0.0174,2.8,0
2024-01-12,图片,侧边栏,45-54岁,944,15,0,34.93,0.0169,2.33,0
2024-01-12,横幅,首页,55岁以上,556,9,0,18.89,0.0171,2.1,0
2024-01-12,视频,首页,25-34岁,708,25,0,63.26,0.036,2.53,0
2024-01-12,视频,底部,18-24岁,868,20,0,52.26,0.024,2.61,0
2024-01-12,图片,信息流,35-44岁,804,16,0,42.53,0.0207,2.66,0
2024-01-12,视频,开屏,35-44岁,902,36,0,94.22,0.0404,2.62,0
2024-01-12,视频,开屏,45-54岁,662,27,0,56.48,0.0409,2.09,0
2024-01-12,信息流,底部,18-24岁,1048,22,0,59.93,0.0214,2.72,0
2024-01-13,信息流,开屏,18-24岁,1355,45,0,112.88,0.0337,2.51,0
2024-01-13,图片,侧边栏,35-44岁,816,14,0,40.61,0.0176,2.9,0
2024-01-13,信息流,侧边栏,55岁以上,962,22,0,64.25,0.0235,2.92,0
2024-01-13,视频,底部,25-34岁,649,16,0,40.81,0.0254,2.55,0
2024-01-13,信息流,开屏,45-54岁,1181,36,0,90.99,0.0311,2.53,0
2024-01-13,视频,开屏,55岁以上,678,27,0,59.26,0.0408,2.19,0
2024-01-13,图片,信息流,35-44岁,1089,22,0,59.55,0.0209,2.71,0
2024-01-13,信息流,侧边栏,18-24岁,1292,26,0,74.14,0.0205,2.85,0
2024-01-13,横幅,开屏,35-44岁,522,9,0,23.41,0.0177,2.6,0
2024-01-13,横幅,首页,55岁以上,639,10,0,29.61,0.017,2.96,0
2024-01-13,图片,首页,25-34岁,1109,29,0,83.13,0.0263,2.87,0
2024-01-13,横幅,首页,45-54岁,500,8,0,17.72,0.0169,2.21,0
2024-01-13,图片,首页,25-34岁,874,20,0,43.25,0.0231,2.16,0
2024-01-13,信息流,侧边栏,35-44岁,1288,26,0,72.39,0.0209,2.78,0
2024-01-13,原生,底部,55岁以上,1045,16,0,34.67,0.0159,2.17,0
2024-01-13,横幅,开屏,18-24岁,549,9,0,20.24,0.0177,2.25,0
2024-01-13,横幅,底部,35-44岁,687,9,0,23.77,0.0131,2.64,0
2024-01-13,信息流,侧边栏,35-44岁,991,20,0,49.18,0.0204,2.46,0
2024-01-13,信息流,侧边栏,45-54岁,1226,26,0,66.73,0.0216,2.57,0
2024-01-13,信息流,底部,45-54岁,1399,29,0,71.96,0.0212,2.48,0
2024-01-13,横幅,首页,35-44岁,616,11,0,29.26,0.018,2.66,0
2024-01-13,信息流,信息流,25-34岁,1192,30,0,63.95,0.0258,2.13,0
2024-01-13,信息流,底部,25-34岁,1356,27,0,61.13,0.0201,2.26,0
2024-01-13,原生,侧边栏,25-34岁,958,20,0,41.81,0.0209,2.09,0
2024-01-13,图片,首页,18-24岁,861,22,0,49.44,0.0258,2.25,0
2024-01-14,视频,侧边栏,18-24岁,755,21,0,58.5,0.0289,2.79,0
2024-01-14,横幅,底部,45-54岁,494,6,0,16.3,0.0127,2.72,0
2024-01-14,视频,信息流,55岁以上,761,23,0,48.86,0.031,2.12,0
2024-01-14,横幅,侧边栏,35-44岁,544,7,0,19.27,0.0137,2.75,0
2024-01-14,视频,侧边栏,35-44岁,843,23,0,46.07,0.0281,2.0,0
2024-01-14,原生,信息流,55岁以上,773,19,0,38.7,0.0246,2.04,0
2024-01-14,原生,开屏,35-44岁,736,22,0,50.61,0.03,2.3,0
2024-01-14,原生,首页,18-24岁,953,25,0,58.11,0.0271,2.32,0
2024-01-14,信息流,侧边栏,18-24岁,1248,29,0,80.85,0.0234,2.79,0
2024-01-14,原生,首页,35-44岁,1013,24,0,65.75,0.0243,2.74,0
2024-01-14,原生,信息流,45-54岁,820,20,0,44.93,0.0253,2.25,0
2024-01-14,图片,首页,45-54岁,928,22,0,48.34,0.0241,2.2,0
2024-01-14,视频,信息流,35-44岁,898,28,0,79.13,0.0322,2.83,0
2024-01-14,信息流,底部,55岁以上,1341,27,0,79.29,0.0207,2.94,0
2024-01-14,信息流,开屏,18-24岁,1434,49,0,137.62,0.0343,2.81,0
2024-01-14,信息流,底部,45-54岁,981,21,0,42.34,0.0215,2.02,0
2024-01-14,信息流,首页,35-44岁,1268,34,0,84.71,0.0274,2.49,0
2024-01-14,信息流,侧边栏,35-44岁,1264,30,0,68.42,0.0243,2.28,0
2024-01-14,信息流,首页,45-54岁,1366,37,0,81.05,0.0276,2.19,0
2024-01-14,原生,侧边栏,45-54岁,1054,20,0,51.33,0.019,2.57,0
2024-01-14,视频,首页,45-54岁,932,34,0,81.49,0.0374,2.4,0
2024-01-14,视频,信息流,18-24岁,705,24,0,65.79,0.0352,2.74,0
2024-01-14,视频,底部,35-44岁,769,17,0,37.93,0.0228,2.23,0
2024-01-14,横幅,底部,35-44岁,628,8,0,16.84,0.0129,2.1,0
2024-01-14,横幅,侧边栏,45-54岁,506,7,0,19.83,0.0139,2.83,0
2024-01-14,原生,侧边栏,45-54岁,897,16,0,43.39,0.0181,2.71,0
2024-01-14,原生,底部,25-34岁,930,15,0,41.18,0.0168,2.75,0
2024-01-14,横幅,信息流,55岁以上,487,7,0,16.14,0.0153,2.31,0
2024-01-14,视频,开屏,18-24岁,674,27,0,80.65,0.0408,2.99,0
2024-01-15,横幅,开屏,25-34岁,670,13,0,34.58,0.0207,2.66,0
2024-01-15,图片,侧边栏,55岁以上,1163,20,0,49.09,0.0175,2.45,0
2024-01-15,图片,开屏,35-44岁,884,21,0,57.06,0.0244,2.72,0
2024-01-15,信息流,底部,45-54岁,1297,23,0,68.27,0.0183,2.97,0
2024-01-15,原生,底部,55岁以上,1027,18,0,51.9,0.0184,2.88,0
2024-01-15,图片,信息流,25-34岁,904,21,0,54.98,0.0235,2.62,0
2024-01-15,原生,开屏,18-24岁,803,23,0,53.1,0.0293,2.31,0
2024-01-15,图片,信息流,18-24岁,1104,25,0,54.16,0.0229,2.17,0
2024-01-15,视频,侧边栏,18-24岁,828,20,0,53.01,0.0252,2.65,0
2024-01-15,横幅,底部,35-44岁,667,7,0,17.69,0.0115,2.53,0
2024-01-15,视频,信息流,35-44岁,689,21,0,58.08,0.0309,2.77,0
2024-01-15,视频,底部,45-54岁,945,22,0,62.31,0.0241,2.83,0
2024-01-15,横幅,开屏,55岁以上,627,12,0,35.15,0.0201,2.93,0
2024-01-15,原生,侧边栏,25-34岁,852,16,0,41.77,0.0192,2.61,0
2024-01-15,视频,信息流,35-44岁,737,25,0,50.59,0.0349,2.02,0
2024-01-15,视频,信息流,25-34岁,766,24,0,61.71,0.0317,2.57,0
2024-01-15,原生,首页,45-54岁,904,23,0,55.95,0.0255,2.43,0
2024-01-15,视频,开屏,35-44岁,932,35,0,93.28,0.0382,2.67,0
2024-01-15,视频,侧边栏,45-54岁,714,19,0,46.91,0.0275,2.47,0
2024-01-15,信息流,侧边栏,18-24岁,1205,25,0,72.65,0.0208,2.91,0
2024-01-15,视频,底部,55岁以上,888,22,0,51.84,0.0254,2.36,0
2024-01-15,横幅,底部,18-24岁,547,7,0,15.46,0.013,2.21,0
2024-01-15,横幅,首页,18-24岁,519,8,0,20.84,0.0167,2.61,0
2024-01-15,信息流,信息流,35-44岁,1138,31,0,65.65,0.028,2.12,0
2024-01-15,原生,信息流,35-44岁,1056,28,0,62.62,0.0266,2.24,0
2024-01-15,视频,侧边栏,18-24岁,654,19,0,52.6,0.0296,2.77,0
2024-01-15,信息流,首页,18-24岁,1004,29,0,59.63,0.0293,2.06,0
2024-01-15,图片,信息流,55岁以上,993,23,0,67.34,0.0237,2.93,0
2024-01-15,图片,首页,35-44岁,985,24,0,57.1,0.0251,2.38,0
2024-01-15,原生,首页,55岁以上,754,19,0,53.22,0.0255,2.8,0
2024-01-15,视频,开屏,55岁以上,860,36,0,97.65,0.0425,2.71,0
2024-01-15,信息流,信息流,25-34岁,1084,28,0,65.15,0.026,2.33,0
2024-01-16,横幅,开屏,25-34岁,625,12,0,25.42,0.0207,2.12,0
2024-01-16,视频,信息流,35-44岁,643,21,0,45.94,0.0329,2.19,0
2024-01-16,信息流,首页,45-54岁,1283,40,0,117.26,0.0319,2.93,0
2024-01-16,视频,侧边栏,35-44岁,829,24,0,55.32,0.0292,2.3,0
2024-01-16,图片,侧边栏,55岁以上,822,15,0,37.39,0.0189,2.49,0
2024-01-16,原生,信息流,25-34岁,853,21,0,42.22,0.0251,2.01,0
2024-01-16,原生,开屏,18-24岁,755,21,0,46.56,0.029,2.22,0
2024-01-16,信息流,底部,35-44岁,1290,24,0,54.19,0.0193,2.26,0
2024-01-16,原生,侧边栏,35-44岁,724,14,0,34.3,0.0206,2.45,0
2024-01-16,原生,侧边栏,55岁以上,770,14,0,35.92,0.0185,2.57,0
2024-01-16,原生,信息流,45-54岁,998,25,0,70.97,0.0252,2.84,0
2024-01-16,信息流,底部,55岁以上,1122,23,0,68.33,0.0207,2.97,0
2024-01-16,视频,开屏,45-54岁,785,30,0,60.2,0.0385,2.01,0
2024-01-16,原生,开屏,45-54岁,1074,27,0,74.66,0.026,2.77,0
2024-01-16,图片,侧边栏,35-44岁,948,18,0,41.73,0.019,2.32,0
2024-01-16,横幅,侧边栏,45-54岁,573,7,0,14.49,0.0127,2.07,0
2024-01-16,信息流,侧边栏,25-34岁,1109,24,0,54.7,0.022,2.28,0
2024-01-16,信息流,信息流,18-24岁,1115,31,0,85.83,0.0286,2.77,0
2024-01-16,视频,首页,55岁以上,952,35,0,104.54,0.0369,2.99,0
2024-01-16,视频,开屏,45-54岁,943,37,0,108.27,0.0403,2.93,0
2024-01-16,图片,底部,45-54岁,894,15,0,34.53,0.0168,2.3,0
2024-01-16,视频,开屏,25-34岁,661,27,0,59.83,0.0411,2.22,0
2024-01-16,原生,信息流,25-34岁,869,18,0,38.85,0.0218,2.16,0
2024-01-16,原生,底部,35-44岁,857,15,0,33.92,0.0177,2.26,0
2024-01-16,信息流,开屏,35-44岁,1187,38,0,104.35,0.0327,2.75,0
2024-01-16,横幅,开屏,35-44岁,541,11,0,29.06,0.0208,2.64,0
2024-01-16,横幅,开屏,35-44岁,617,13,0,38.71,0.0214,2.98,0
2024-01-16,图片,首页,25-34岁,999,23,0,52.02,0.0235,2.26,0
2024-01-16,图片,首页,18-24岁,1162,29,0,62.33,0.0256,2.15,0
2024-01-16,横幅,首页,18-24岁,689,13,0,38.38,0.0192,2.95,0
2024-01-16,横幅,开屏,25-34岁,535,10,0,26.67,0.02,2.67,0
2024-01-16,视频,首页,35-44岁,759,26,0,75.06,0.0349,2.89,0
2024-01-16,横幅,底部,55岁以上,713,9,0,24.59,0.0132,2.73,0
2024-01-16,原生,侧边栏,35-44岁,729,13,0,28.85,0.0187,2.22,0
2024-01-17,视频,底部,45-54岁,830,18,0,38.38,0.0219,2.13,0
2024-01-17,原生,开屏,55岁以上,782,23,0,61.03,0.0295,2.65,0
2024-01-17,原生,开屏,45-54岁,955,25,0,72.29,0.0266,2.89,0
2024-01-17,视频,底部,55岁以上,718,16,0,36.19,0.0225,2.26,0
2024-01-17,图片,开屏,35-44岁,981,24,0,54.68,0.0249,2.28,0
2024-01-17,横幅,首页,18-24岁,675,13,0,30.68,0.0193,2.36,0
2024-01-17,原生,侧边栏,18-24岁,842,17,0,41.27,0.0211,2.43,0
2024-01-17,横幅,侧边栏,25-34岁,575,7,0,19.64,0.0135,2.81,0
2024-01-17,信息流,首页,35-44岁,1219,33,0,69.6,0.0273,2.11,0
2024-01-17,信息流,首页,55岁以上,1151,37,0,100.77,0.0325,2.72,0
2024-01-17,原生,首页,45-54岁,912,25,0,63.64,0.0275,2.55,0
2024-01-17,横幅,侧边栏,25-34岁,678,8,0,18.17,0.0129,2.27,0
2024-01-17,视频,开屏,35-44岁,895,32,0,69.82,0.0366,2.18,0
2024-01-17,视频,开屏,18-24岁,739,27,0,63.02,0.0368,2.33,0
2024-01-17,横幅,侧边栏,55岁以上,548,8,0,16.98,0.0146,2.12,0
2024-01-17,图片,信息流,25-34岁,1006,23,0,61.96,0.0233,2.69,0
2024-01-17,原生,首页,45-54岁,725,18,0,53.31,0.0258,2.96,0
2024-01-17,图片,侧边栏,35-44岁,942,17,0,39.64,0.019,2.33,0
2024-01-17,原生,首页,18-24岁,830,22,0,62.65,0.0272,2.85,0
2024-01-17,原生,信息流,45-54岁,824,18,0,46.1,0.0222,2.56,0
2024-01-17,原生,首页,25-34岁,959,23,0,65.29,0.0245,2.84,0
2024-01-17,图片,信息流,45-54岁,1142,25,0,72.07,0.0222,2.88,0
2024-01-17,视频,信息流,18-24岁,797,28,0,61.0,0.0358,2.18,0
2024-01-17,图片,信息流,55岁以上,867,17,0,47.75,0.02,2.81,0
2024-01-17,横幅,底部,35-44岁,696,9,0,21.21,0.013,2.36,0
2024-01-17,视频,侧边栏,35-44岁,648,18,0,37.42,0.0278,2.08,0
2024-01-17,信息流,开屏,45-54岁,1271,44,0,125.81,0.0348,2.86,0
2024-01-17,图片,首页,55岁以上,973,24,0,62.55,0.0251,2.61,0
2024-01-17,横幅,底部,18-24岁,597,7,0,18.49,0.0122,2.64,0
2024-01-17,横幅,信息流,55岁以上,664,10,0,28.81,0.0162,2.88,0
2024-01-18,图片,底部,25-34岁,977,17,0,35.69,0.0174,2.1,0
2024-01-18,视频,开屏,45-54岁,667,23,0,59.84,0.0359,2.6,0
2024-01-18,原生,开屏,25-34岁,744,19,0,43.0,0.0266,2.26,0
2024-01-18,原生,底部,25-34岁,777,14,0,34.53,0.0188,2.47,0
2024-01-18,视频,信息流,18-24岁,872,29,0,63.97,0.0336,2.21,0
2024-01-18,图片,信息流,25-34岁,807,17,0,38.54,0.0216,2.27,0
2024-01-18,信息流,开屏,35-44岁,1158,40,0,91.58,0.0348,2.29,0
2024-01-18,原生,底部,18-24岁,744,12,0,31.19,0.0166,2.6,0
2024-01-18,信息流,信息流,25-34岁,1344,33,0,94.78,0.0249,2.87,0
2024-01-18,信息流,侧边栏,18-24岁,1198,25,0,71.35,0.021,2.85,0
2024-01-18,信息流,开屏,55岁以上,1069,37,0,82.86,0.0353,2.24,0
2024-01-18,信息流,底部,35-44岁,1274,27,0,59.09,0.0218,2.19,0
2024-01-18,信息流,侧边栏,35-44岁,1289,27,0,58.05,0.0213,2.15,0
2024-01-18,视频,侧边栏,45-54岁,834,22,0,62.74,0.027,2.85,0
2024-01-18,横幅,开屏,55岁以上,489,8,0,20.7,0.0178,2.59,0
2024-01-18,横幅,侧边栏,35-44岁,708,9,0,22.15,0.0137,2.46,0
2024-01-18,横幅,底部,25-34岁,649,7,0,14.9,0.0119,2.13,0
2024-01-18,图片,开屏,55岁以上,1151,32,0,77.67,0.0281,2.43,0
2024-01-18,信息流,首页,55岁以上,1284,37,0,104.28,0.0293,2.82,0
2024-01-18,原生,首页,25-34岁,773,19,0,45.05,0.0253,2.37,0
2024-01-18,横幅,侧边栏,55岁以上,510,6,0,17.64,0.0136,2.94,0
2024-01-18,信息流,开屏,55岁以上,1010,31,0,91.47,0.0315,2.95,0
2024-01-18,横幅,侧边栏,35-44岁,601,8,0,18.4,0.0135,2.3,0
2024-01-18,信息流,侧边栏,18-24岁,1028,22,0,63.22,0.0215,2.87,0
2024-01-18,视频,侧边栏,35-44岁,927,25,0,59.56,0.0278,2.38,0
2024-01-18,原生,开屏,55岁以上,803,21,0,49.54,0.0271,2.36,0
2024-01-18,信息流,首页,18-24岁,1100,35,0,104.29,0.0323,2.98,0
2024-01-18,横幅,首页,18-24岁,539,9,0,23.49,0.0177,2.61,0
2024-01-18,图片,底部,45-54岁,1156,19,0,48.54,0.017,2.55,0
2024-01-19,信息流,信息流,18-24岁,1174,30,0,63.35,0.0264,2.11,0
2024-01-19,图片,信息流,25-34岁,869,17,0,47.49,0.0205,2.79,0
2024-01-19,信息流,信息流,45-54岁,1123,33,0,71.1,0.0298,2.15,0
2024-01-19,信息流,开屏,55岁以上,978,31,0,84.12,0.0326,2.71,0
2024-01-19,信息流,开屏,18-24岁,1042,30,0,61.17,0.0295,2.04,0
2024-01-19,横幅,开屏,18-24岁,645,12,0,27.6,0.0195,2.3,0
2024-01-19,信息流,开屏,35-44岁,1330,44,0,94.93,0.0336,2.16,0
2024-01-19,横幅,首页,45-54岁,612,10,0,22.09,0.0163,2.21,0
2024-01-19,信息流,侧边栏,18-24岁,1293,29,0,80.77,0.0229,2.79,0
2024-01-19,视频,首页,18-24岁,725,25,0,53.86,0.0351,2.15,0
2024-01-19,图片,底部,55岁以上,1187,17,0,50.64,0.0144,2.98,0
2024-01-19,视频,侧边栏,18-24岁,943,27,0,80.85,0.0294,2.99,0
2024-01-19,视频,开屏,35-44岁,656,26,0,62.1,0.0402,2.39,0
2024-01-19,信息流,底部,35-44岁,1429,30,0,81.84,0.0215,2.73,0
2024-01-19,横幅,侧边栏,55岁以上,701,9,0,26.76,0.0141,2.97,0
2024-01-19,原生,侧边栏,55岁以上,798,15,0,44.19,0.02,2.95,0
2024-01-19,原生,首页,25-34岁,786,19,0,46.34,0.0248,2.44,0
2024-01-19,横幅,信息流,45-54岁,603,9,0,19.56,0.0162,2.17,0
2024-01-19,横幅,侧边栏,55岁以上,537,7,0,20.33,0.0148,2.9,0
2024-01-19,原生,开屏,25-34岁,863,25,0,52.26,0.0297,2.09,0
2024-01-19,信息流,首页,55岁以上,1419,45,0,115.87,0.0323,2.57,0
2024-01-19,视频,首页,35-44岁,832,29,0,86.09,0.0355,2.97,0
2024-01-19,图片,开屏,45-54岁,867,23,0,52.28,0.0269,2.27,0
2024-01-19,视频,首页,55岁以上,803,30,0,80.22,0.0374,2.67,0
2024-01-19,视频,开屏,18-24岁,673,24,0,65.18,0.0367,2.72,0
2024-01-19,视频,底部,35-44岁,946,20,0,42.83,0.0217,2.14,0
2024-01-20,信息流,开屏,25-34岁,1189,36,0,83.49,0.0304,2.32,0
2024-01-20,横幅,信息流,18-24岁,708,11,0,23.17,0.0158,2.11,0
2024-01-20,视频,开屏,35-44岁,696,26,0,57.25,0.038,2.2,0
2024-01-20,图片,开屏,25-34岁,1160,28,0,70.9,0.0242,2.53,0
2024-01-20,信息流,底部,18-24岁,1216,23,0,49.15,0.0194,2.14,0
2024-01-20,信息流,侧边栏,55岁以上,1439,35,0,95.89,0.0247,2.74,0
2024-01-20,视频,底部,18-24岁,916,20,0,52.66,0.0226,2.63,0
2024-01-20,原生,首页,25-34岁,1020,26,0,58.45,0.0255,2.25,0
2024-01-20,信息流,侧边栏,45-54岁,1112,24,0,67.09,0.0218,2.8,0
2024-01-20,视频,信息流,55岁以上,935,33,0,88.78,0.0356,2.69,0
2024-01-20,图片,开屏,18-24岁,1171,30,0,71.26,0.0264,2.38,0
2024-01-20,图片,首页,35-44岁,1083,26,0,71.07,0.0248,2.73,0
2024-01-20,横幅,信息流,35-44岁,686,12,0,34.15,0.0179,2.85,0
2024-01-20,信息流,底部,45-54岁,1371,28,0,62.38,0.0207,2.23,0
2024-01-20,横幅,开屏,25-34岁,571,11,0,23.6,0.0203,2.15,0
2024-01-20,图片,侧边栏,18-24岁,1069,18,0,46.86,0.0168,2.6,0
2024-01-20,原生,开屏,45-54岁,930,23,0,68.23,0.0258,2.97,0
2024-01-20,图片,首页,35-44岁,1118,25,0,53.64,0.023,2.15,0
2024-01-20,视频,开屏,45-54岁,857,32,0,85.87,0.0376,2.68,0
2024-01-20,信息流,首页,55岁以上,1376,44,0,128.03,0.0321,2.91,0
2024-01-20,信息流,信息流,25-34岁,1077,29,0,73.76,0.0277,2.54,0
2024-01-20,视频,信息流,55岁以上,879,26,0,72.07,0.0299,2.77,0
2024-01-20,横幅,开屏,18-24岁,655,13,0,32.6,0.0208,2.51,0
2024-01-20,视频,信息流,35-44岁,714,25,0,50.68,0.0358,2.03,0
2024-01-20,视频,开屏,25-34岁,844,29,0,86.32,0.0354,2.98,0
2024-01-20,视频,侧边栏,35-44岁,781,19,0,41.24,0.025,2.17,0
2024-01-20,原生,信息流,25-34岁,1000,24,0,52.17,0.0243,2.17,0
2024-01-20,横幅,底部,35-44岁,654,8,0,19.53,0.0123,2.44,0
2024-01-20,信息流,信息流,55岁以上,1246,33,0,98.85,0.0266,3.0,0
2024-01-21,横幅,信息流,35-44岁,613,10,0,26.18,0.0173,2.62,0
2024-01-21,视频,信息流,55岁以上,749,23,0,62.58,0.032,2.72,0
2024-01-21,图片,首页,18-24岁,963,23,0,49.91,0.0242,2.17,0
2024-01-21,图片,首页,45-54岁,1098,24,0,64.89,0.0224,2.7,0
2024-01-21,图片,首页,55岁以上,818,20,0,54.84,0.0256,2.74,0
2024-01-21,视频,侧边栏,45-54岁,893,26,0,56.53,0.0295,2.17,0
2024-01-21,横幅,侧边栏,45-54岁,645,8,0,23.36,0.0133,2.92,0
2024-01-21,图片,开屏,35-44岁,1193,29,0,58.48,0.0244,2.02,0
2024-01-21,横幅,底部,18-24岁,530,6,0,13.89,0.0131,2.31,0
2024-01-21,原生,信息流,25-34岁,927,21,0,59.98,0.0232,2.86,0
2024-01-21,横幅,首页,45-54岁,548,10,0,29.76,0.0184,2.98,0
2024-01-21,原生,首页,55岁以上,1023,29,0,82.17,0.0288,2.83,0
2024-01-21,横幅,侧边栏,25-34岁,663,8,0,22.11,0.0135,2.76,0
2024-01-21,信息流,信息流,18-24岁,1227,32,0,76.59,0.0265,2.39,0
2024-01-21,视频,底部,45-54岁,729,17,0,38.29,0.0245,2.25,0
2024-01-21,信息流,底部,55岁以上,1237,25,0,58.59,0.0203,2.34,0
2024-01-21,横幅,首页,18-24岁,532,8,0,22.04,0.0167,2.75,0
2024-01-21,信息流,首页,18-24岁,1266,36,0,78.7,0.0289,2.19,0
2024-01-21,横幅,开屏,25-34岁,694,13,0,33.46,0.0199,2.57,0
2024-01-21,信息流,首页,35-44岁,1201,36,0,86.54,0.0302,2.4,0
2024-01-21,信息流,开屏,18-24岁,1297,40,0,85.68,0.0315,2.14,0
2024-01-21,信息流,侧边栏,45-54岁,1420,30,0,64.01,0.0217,2.13,0
2024-01-21,信息流,首页,35-44岁,1392,42,0,100.97,0.0307,2.4,0
2024-01-21,信息流,信息流,18-24岁,1272,34,0,100.9,0.0272,2.97,0
2024-01-21,视频,信息流,55岁以上,876,27,0,76.36,0.0317,2.83,0
2024-01-21,图片,底部,45-54岁,1081,18,0,50.48,0.0169,2.8,0
